	cy53	cy58	cy59	cy60	cy65	cy67	cy71	cy72	cy74	cy75	cy78	cy79	cy80	cy81	cy82	cy84	cy88	cy89	cy94
Macrophages_M1_std	0.622656930846073	0.18386534977118868	0.1261398000853468	0.058340393877898127	0.015066533400541985	0.0725510237613813	0.02418476143053903	0.0	0.2907960366180691	0.017194929683662225	0.003193085830066857	0.006344809922362726	0.007275647904761778	0.002665252556606273	0.6263480193441263	1.47296133879695	0.2681544482982055	0.03927871833552734	0.0007715439061726588
Macrophages_M2	4.61425047315264	0.21409123972920985	0.3097330990320425	0.5865180816402209	0.4647174973321654	0.19110237478267608	0.3652239353159423	0.2632064311592051	0.6809418520922003	0.3014189595384565	0.01285653764344623	0.03550547061468026	0.1924196274325375	0.017499375486176867	1.4891128037421095	9.586713898638374	10.806991848609615	1.7359102385500382	0.7348576359345609
Macrophages_M2_std	1.343949595138787	0.17957683808667144	0.2344132767975033	0.4201155933158351	0.18257510434573607	0.1313748518966892	0.10097661940586336	0.15172567664075862	0.2078164275601058	0.18910170560128675	0.020235117067861054	0.05602067353404115	0.1860622889210348	0.018758612825740748	0.8112097095533529	2.059573543823094	1.5170275362617147	0.6470934913068693	0.21047913395545312
Macrophages_std	1.2339134940452197	0.15739232959893665	0.20419021300996715	0.4015026495687926	0.17442754646116185	0.11773825262648625	0.10257580374559262	0.12029649441141943	0.2617220042251708	0.18504138636471654	0.02281917669871216	0.0574045868915176	0.19111055032753985	0.018714183492993714	0.8827735642581636	1.3351319028270383	1.4733683661038843	0.6348984353420675	0.2102520528273309
Monocytes	1.196150681737833	0.19149916059137254	0.05309896610357337	0.4299760048519651	0.2282483558796834	0.11521863691748513	0.2389983804757775	0.11898077069190123	0.7368971724426461	0.18502270745193444	0.06579640615737073	0.08270820528317682	0.0658022218639535	0.09457699424379598	1.392848741709084	3.8748056306862404	0.10962109686840174	1.1875549302562696	0.3155418672857421
Monocytes_std	0.5875335248387313	0.15147922940263464	0.02332000792063086	0.11945348808116253	0.09174323901900464	0.10660468221464876	0.06202564314823704	0.08779932306582475	0.39018094164750056	0.07557006276995007	0.044139529294140806	0.05599973712705532	0.059034821743567285	0.053656472304032296	0.2537523224784424	0.7506248236042818	0.1666982638641552	0.3678064833747845	0.114064102919627
Myeloid_cells	7.260682531128068	1.1896676043514165	1.0688516792207194	1.804021096597724	1.3799262828268148	0.6176228175098425	1.2882973711854868	0.10702384236170516	2.6288722290021456	1.031743959033975	0.06991497194359023	0.01992263507364371	0.0715017547519559	0.17788927720265327	6.796580673082121	19.55560628662911	11.542169090338993	4.751709480429468	0.7188749440011871
Myeloid_cells_std	0.8171931004007716	0.3618910530095913	0.17063135720824374	0.8228091122948372	0.3358692090642881	0.2566779964641582	0.23574602172375314	0.08053721530477946	0.44359346479528	0.2694215145478981	0.023244455217798974	0.0290503064689854	0.06706191786531826	0.03456952395254196	0.6019160130600442	1.262343653235808	1.1422747616557165	0.5983009751200504	0.26190824413109914
NK_cells	8.031834407794058	7.818639556232292	0.046113038063759576	6.931924222232977	0.1237763499490456	0.6565629799143523	0.2174229926399278	0.17552227182908633	4.026744672620483	12.934270502818828	0.08501241662883846	0.2544190769353493	0.708967850745952	0.04551994267692859	1.8571748309729643	2.9733923986512107	2.0227590793874315	0.4758631632113009	0.3400495431519576
NK_cells_std	3.1401322673199275	3.3656928021350514	0.0180180587286026	0.9381891168802814	0.2015517260361167	0.5154626106049073	0.10209121714817627	0.15204130658943846	1.7851166482138263	4.356586230444797	0.029727073121521883	0.2576316310496148	0.2633765486224921	0.08948692983239853	0.7392986804498962	1.0981764496494415	1.1001395008721455	0.3516944757422057	0.09931098968946407
Neutrophils	0.5978129400928831	0.07020553133488625	0.011675907815729206	0.04081673560065572	0.0027431609691543897	0.12903425416926112	0.00025889809087315256	0.004163306508983826	0.0008246475020896992	0.012160973554654916	0.015441190122196097	0.0030481008561995013	0.010290914602155013	0.015814928633799904	0.1704996518752134	0.19120487040159675	0.009528553011399208	0.023062600035610045	0.011391157216899664
Neutrophils_std	0.1282635680212341	0.056426376520642085	0.0030651365098568247	0.01964941260839079	0.004252051042431479	0.07153748549725016	0.0005568332459401282	0.006578125468207548	0.001669130826345801	0.019200531382974367	0.003922059993418697	0.00720116730982912	0.006629856838792311	0.008060780142054384	0.024848350554345176	0.031084025711443686	0.009886031888476669	0.008563012347293323	0.006657507939021194
Non_plasma_B_cells	0.07613656869605949	0.2548795196351622	0.018844804637439774	40.88270325587719	5.987233776288968	16.700214180017472	0.05626688131734602	15.778418593919744	4.450189069252467	0.2724341741840349	0.4968453705485045	8.241946023202713	12.637111888433221	0.8092141168811691	0.5670550908753393	18.562041540027327	2.6537134820449566	20.191506337797218	22.788371897166673
Non_plasma_B_cells_std	0.03576095217522576	0.11137455497361576	0.003386471414776293	3.997968735362417	0.8743375766213806	1.7694510679276094	0.03841487057527103	2.222837199251603	0.9103538679080134	0.08644279394406247	0.0686669006826744	0.8505836061252751	1.101242764937116	0.14648273282119045	0.17905020217408907	2.07246567639002	0.5584815588624152	2.8713811475293087	2.725084755333433
Other	27.781674360767926	18.128993279290988	83.86154424311158	8.593373123536916	23.203165509828892	31.214419260643243	79.49553270086749	24.40374343937849	18.70926633628404	12.021327128652633	98.541574000835	58.12584373131561	31.13002947868053	79.11299222927684	59.04790798470078	12.840759381664641	48.945081312591455	30.64976361235195	15.10414798532958
Other_std	3.793002486314393	4.106336580910793	1.1612906356633002	3.8819908130196312	2.4362730086226807	2.9181731647442017	1.218326749882992	2.5728665204230468	3.0771687624537485	4.840455281251284	0.20004657923331076	2.310181535456445	2.137475473813387	1.4891670239233263	3.2351426234739584	3.6918266032404436	3.3202278087978088	3.793430868461127	3.3836886230817678
Plasma_B_cells	0.059260352412787584	0.38208725611190014	0.011974150063017835	2.853908980163117	0.62896609153162	0.24335172285517825	0.02432483382869989	0.4426142105839769	0.5559005396168987	0.02319624093599993	0.2359542661049309	0.08404095184589512	0.2569075614032671	0.5514993627312232	0.22320010048357325	1.3455655816540422	2.7168551078843843	0.7010415538877202	1.3522309948727085
Plasma_B_cells_std	0.060132974957610975	0.20196049497996515	0.005566995758908422	2.3296171313810525	0.5037618952917101	0.3768343557099621	0.03206068182813997	0.4517224248966094	0.3778267745016024	0.03402236253316558	0.07913744640053938	0.1549612269631592	0.22487449601312107	0.22153748182357952	0.2415596354700596	0.9721155119330132	0.8629784744987407	0.6662650320354487	1.2853169312066877
T_cells	46.15477479620035	72.67119337254638	0.0609630278479145	39.59177770198161	69.21697787179525	50.30718274005425	19.50332811926424	58.74849305840707	70.61247129569368	74.14363062610322	0.2033751276916352	33.018194088773214	46.88405538485604	18.877109685414148	29.52297026281835	43.12526198228211	30.589682049317368	44.710929554246405	45.755070628745976
T_cells_std	2.493556155609878	3.9738874608806976	0.017629982869336917	2.637548873098346	2.5147249199595514	3.1340474968274266	1.1394115244469154	1.9157071066118492	2.8888784215432435	4.331400377642469	0.02474021306820153	2.8723481343125297	2.871254544111467	1.5709237823020719	2.499684697362235	3.0420098660845225	3.3446777169838797	3.2618831004301536	2.395141686954546
T_helpers	7.402207800309759	4.655247221122479	0.0055011074162627845	5.2782372226530185	21.65392560858743	19.75274724517012	0.24133665341549904	45.60015232211514	2.0173846582224653	0.4713761296026685	0.07775847072424824	6.4327656485373685	24.720740703866376	1.7309928954964615	3.0632393299882232	4.903854945271965	12.149067724077902	11.228392240211532	35.95091688692831
T_helpers_std	5.074645089999713	3.319722229781575	0.0030895985363629712	2.0544797248442808	2.885593252265508	5.280444488700602	0.36050310614716813	3.2398018721179134	1.5711478609661431	0.5314793860511985	0.016871656645152163	1.5343164238671405	3.3810783736233647	0.9431127026568036	1.519999086554336	2.003140566673835	2.657642073266243	2.8936911679105584	1.9863543507430317
Tregs	17.892458770185076	9.887484854030948	0.02135837989202833	16.599513003628722	3.4982527940207406	4.56571652291604	1.023470745783705	2.1753453216666467	3.892347909694192	1.1075325360949255	0.022098116028685857	0.15980069022841806	1.4168954235116942	5.319023613032263	15.644231560902956	12.287452534523682	1.168506825685794	2.1092534646904593	1.0921706961947748
Tregs_std	5.73526276538072	3.3257472362610416	0.012437052979683522	2.6730492471561527	1.6492751967093162	3.461814036181717	0.6531847596036302	2.003514335570665	1.939652317899656	1.408788092296552	0.011811190862422905	0.12924641941342535	0.5329876378482425	1.5163653976411764	2.6636839235159018	2.3557763944875822	1.1085009244250672	1.2719492063748847	0.4785020381386934
